Age,Gender,Occupation,Daily_AI_Usage_Hours,AI_Usage_Purpose,Specialization,AI_Tools_Used,AI_Usage_Frequency,AI_Skill_Level,Device_Used,Data_Privacy_Concern,AI_Trust_Level,Location,Language_Preference,Internet_Speed,AI_Usage_Change_in_6_Months,Uses_Paid_AI_Tools,Satisfaction_Level,Can_Live_Without_AI,Task_Complexity,Time_to_Respond_Seconds,Performance (%)
52,,Doctor,9,Study,Education,ChatGPT,Often,Beginner,Laptop,Low,Low,Suburban,Spanish,Fast,Decreased,Yes,6,No,3,72,65
54,,Engineer,4,Daily Life,Art,Copilot,Often,Intermediate,Laptop,Medium,Moderate,Suburban,French,Slow,Increased,No,7,No,2,24,83
36,Female,Freelancer,1,,Art,Notion AI,Daily,Beginner,Mobile,High,High,Suburban,Arabic,Medium,Increased,Yes,6,No,2,23,87
63,Male,Designer,3,Entertainment,Education,Notion AI,Sometimes,Intermediate,Tablet,Medium,Moderate,Suburban,Arabic,Fast,Decreased,No,8,No,2,32,65
30,Female,Designer,2,Daily Life,Law,Midjourney,Rarely,Beginner,Laptop,Medium,High,Suburban,English,Fast,Increased,No,5,Yes,2,29,85
42,,Engineer,9,Work,Law,Other,Rarely,Beginner,Laptop,High,Low,Urban,Spanish,,Decreased,No,7,No,3,78,61
55,Male,Engineer,9,Study,Education,Bard,Sometimes,Intermediate,Mobile,Low,Low,Rural,Spanish,Medium,Increased,No,4,Yes,3,51,80
54,Male,Freelancer,7,Entertainment,Medicine,Bard,Often,Intermediate,Laptop,Medium,High,Urban,Arabic,Fast,Same,Yes,1,Yes,2,48,65
30,,Student,0,Shopping,Medicine,Copilot,Daily,Beginner,Desktop,Medium,Low,Rural,English,Slow,Decreased,,9,No,2,30,85
24,,Engineer,5,Shopping,Law,Midjourney,Sometimes,Beginner,Tablet,High,Low,Rural,French,Medium,Increased,No,1,Yes,3,71,67
21,Female,Researcher,4,Health,Computer Science,Copilot,Sometimes,Advanced,Laptop,Low,Low,Urban,Arabic,Slow,Increased,No,5,Yes,3,89,61
40,,Designer,10,Study,Business,Notion AI,Daily,Advanced,Desktop,Low,Low,Rural,English,Slow,Increased,Yes,5,Yes,2,29,83
39,Female,Unemployed,8,Entertainment,Computer Science,ChatGPT,Rarely,Beginner,Mobile,Low,Moderate,Rural,Arabic,Medium,Increased,Yes,10,No,2,30,83
45,Female,Designer,2,Health,Medicine,Bard,Sometimes,Advanced,Tablet,Low,Moderate,Urban,Spanish,Fast,Increased,No,10,No,3,81,61
56,,Designer,12,Work,Computer Science,Copilot,Rarely,Intermediate,Desktop,High,Low,Rural,Spanish,Medium,Same,Yes,3,Yes,2,40,67
20,Male,Doctor,12,Health,Engineering,Notion AI,Sometimes,Intermediate,Laptop,Low,Low,Rural,Arabic,Medium,Increased,No,1,Yes,4,71,70
52,Male,Freelancer,4,Daily Life,Medicine,,Daily,Beginner,Tablet,Medium,High,Suburban,Spanish,Medium,Decreased,Yes,9,No,2,40,67
51,Male,Researcher,8,Entertainment,Engineering,ChatGPT,Daily,Beginner,Tablet,High,Moderate,Urban,French,Medium,Same,Yes,4,Yes,2,23,87
25,,Researcher,5,Daily Life,Medicine,Copilot,Rarely,Intermediate,Tablet,Low,High,Rural,Spanish,Medium,Increased,No,2,Yes,2,35,65
44,Female,Engineer,10,Shopping,Education,Bard,Rarely,Intermediate,Desktop,Medium,Moderate,Rural,Arabic,Medium,Same,No,9,No,3,84,65
48,Male,Student,4,Daily Life,Business,Notion AI,Rarely,Beginner,Mobile,High,Low,Rural,French,Fast,Decreased,Yes,7,No,1,29,87
130,Male,Researcher,0,Work,Art,Notion AI,Daily,Advanced,Tablet,Low,Low,Suburban,French,Slow,Same,No,4,Yes,2,24,83
43,Female,Researcher,5,Shopping,Art,Notion AI,Daily,Intermediate,Mobile,High,High,Suburban,Spanish,Slow,Same,Yes,5,Yes,2,31,67
22,Female,Student,1,Shopping,Computer Science,Midjourney,Sometimes,Beginner,Laptop,Low,High,Rural,French,Slow,Same,No,2,Yes,2,46,65
52,Male,Engineer,4,Shopping,Medicine,ChatGPT,Daily,Beginner,Tablet,Low,Moderate,Suburban,Spanish,Slow,Increased,No,9,No,3,78,67
61,Male,Doctor,1,Daily Life,Computer Science,Copilot,Sometimes,Advanced,Tablet,High,Moderate,Rural,Arabic,,Same,Yes,5,Yes,2,47,67
62,,Designer,12,Shopping,Computer Science,Other,Sometimes,Beginner,Desktop,High,High,Urban,French,Fast,Same,Yes,6,No,2,47,63
33,,Unemployed,10,Entertainment,Computer Science,Copilot,Daily,Advanced,Laptop,Low,High,Suburban,English,Medium,Same,Yes,9,No,2,50,63
23,Female,Student,10,Shopping,Law,Copilot,Often,Intermediate,Tablet,High,High,Suburban,English,Slow,Same,No,2,Yes,2,33,65
28,,Freelancer,4,Shopping,Education,Other,Rarely,Intermediate,Desktop,Medium,Low,Rural,French,,Same,No,9,No,2,27,87
24,Female,Teacher,0,,Art,Notion AI,Often,Intermediate,Laptop,Medium,Moderate,Suburban,English,Slow,Increased,Yes,9,No,2,27,85
54,Male,Teacher,11,Daily Life,Engineering,ChatGPT,Daily,Intermediate,Tablet,Low,Low,Urban,Arabic,Slow,Increased,No,3,Yes,2,33,67
27,,Student,8,Study,Education,Midjourney,Often,Intermediate,Laptop,High,Low,Suburban,Arabic,Fast,Same,No,3,Yes,2,30,85
42,Female,Teacher,7,Work,Art,Copilot,Daily,Intermediate,Desktop,Medium,Low,Suburban,English,Slow,Same,Yes,9,No,2,49,65
30,Female,Doctor,6,Health,Law,Copilot,Rarely,Beginner,Desktop,Low,Low,Rural,English,,Increased,Yes,2,Yes,4,116,63
32,Male,Researcher,6,Health,Medicine,Bard,Rarely,Beginner,Desktop,Medium,High,Urban,Spanish,Fast,Same,No,6,No,3,47,83
39,Male,Engineer,7,Study,Engineering,Midjourney,Sometimes,Beginner,Tablet,Medium,Low,Rural,Spanish,Medium,Decreased,No,9,No,3,90,61
60,Male,Designer,11,Study,Engineering,Midjourney,Daily,Beginner,Tablet,Medium,Moderate,Suburban,French,Fast,Decreased,Yes,7,No,2,26,85
30,Female,Unemployed,11,Daily Life,Education,Copilot,Rarely,Beginner,,Medium,Low,Rural,English,Slow,Increased,Yes,5,Yes,1,18,83
36,,Teacher,2,Shopping,Art,Copilot,Sometimes,Advanced,Desktop,Low,Low,Suburban,Spanish,Fast,Decreased,Yes,9,No,2,49,67
33,Male,Student,11,Shopping,Education,,Rarely,Intermediate,Desktop,Low,Moderate,Rural,English,Slow,Same,Yes,3,Yes,2,34,67
52,,Student,8,Entertainment,Law,Other,Rarely,Beginner,Desktop,High,Moderate,Suburban,Spanish,Medium,Decreased,No,8,No,2,47,67
48,Female,Teacher,5,Entertainment,Law,Copilot,Rarely,Intermediate,Mobile,Low,Low,Suburban,Arabic,Medium,Increased,Yes,7,No,2,37,65
41,Female,Researcher,8,Entertainment,Education,Copilot,Daily,,Tablet,Low,Low,Urban,French,Slow,Same,Yes,5,Yes,2,24,87
56,Male,Teacher,6,Study,Computer Science,Notion AI,Sometimes,Beginner,Tablet,High,Moderate,Suburban,French,Fast,Decreased,Yes,9,No,2,45,63
44,Male,Unemployed,9,Health,Medicine,Bard,Daily,Intermediate,Desktop,Medium,Low,Urban,Arabic,Slow,Same,No,3,Yes,2,27,87
57,Female,Teacher,7,Health,Law,Midjourney,Sometimes,Beginner,Desktop,High,Moderate,Rural,French,Medium,Decreased,No,10,No,3,40,80
42,Female,Student,2,Work,Education,ChatGPT,Daily,Beginner,Laptop,Low,Moderate,Suburban,English,Fast,Increased,No,1,Yes,2,40,67
36,,Unemployed,4,Health,Engineering,ChatGPT,Daily,Intermediate,Mobile,Medium,,Suburban,French,Medium,Increased,No,4,Yes,2,22,83
37,Female,Freelancer,7,Study,Engineering,ChatGPT,Daily,Intermediate,Desktop,Low,High,Urban,English,Medium,Decreased,No,9,No,2,22,87
40,Female,Designer,3,Study,Business,Other,Sometimes,Advanced,Laptop,Medium,High,Urban,English,Slow,Decreased,No,4,Yes,2,39,63
34,Male,Researcher,12,Health,Business,Midjourney,Daily,Intermediate,Desktop,Medium,High,Suburban,English,Fast,Decreased,No,7,No,3,73,65
34,,Engineer,1,Health,Education,Notion AI,Often,Advanced,Desktop,High,Low,Urban,Spanish,Fast,Increased,No,2,Yes,4,74,75
31,Male,Freelancer,2,Daily Life,Computer Science,ChatGPT,Sometimes,Intermediate,Tablet,Medium,Low,Suburban,Arabic,Slow,Same,Yes,9,No,2,43,65
45,Female,Engineer,3,Shopping,Medicine,Other,Sometimes,Intermediate,Mobile,Low,High,Suburban,Spanish,Fast,Same,Yes,10,No,3,77,67
34,Female,Researcher,8,Daily Life,Art,Copilot,Sometimes,Advanced,Tablet,Medium,High,Urban,Arabic,Slow,Same,No,9,No,2,21,85
57,,Doctor,10,Health,Business,Bard,Daily,Intermediate,Mobile,Medium,High,Suburban,Spanish,,Decreased,No,1,Yes,4,120,63
63,,Doctor,10,Health,Education,ChatGPT,Often,Advanced,Desktop,High,Moderate,Suburban,Spanish,Slow,Decreased,No,4,Yes,4,75,75
53,,Designer,11,Daily Life,Art,Notion AI,Often,Intermediate,Desktop,Medium,Low,Urban,Arabic,Fast,Decreased,No,6,No,2,23,87
60,,Freelancer,11,Study,Engineering,ChatGPT,Rarely,Advanced,Laptop,High,Moderate,Urban,English,Fast,Increased,No,9,No,2,35,63
50,,Freelancer,3,Work,Computer Science,,Daily,,Mobile,Low,Low,Urban,Arabic,Medium,Same,No,9,No,2,42,67
18,Male,Unemployed,1,,Medicine,ChatGPT,Rarely,Intermediate,Laptop,Low,Moderate,Urban,Arabic,Fast,Increased,No,8,No,2,24,87
44,,Freelancer,6,Shopping,Medicine,Copilot,Rarely,Beginner,Desktop,Low,Moderate,Urban,English,Fast,Increased,No,2,Yes,2,20,83
18,Female,Doctor,6,Shopping,Business,Midjourney,Often,Beginner,Desktop,Low,Low,Suburban,English,Fast,Decreased,No,10,No,3,89,63
35,Female,Researcher,1,Study,Art,Copilot,Often,Intermediate,Desktop,High,Moderate,Suburban,Spanish,Fast,Increased,Yes,9,No,2,42,65
44,,Engineer,11,Study,Business,Bard,Often,Intermediate,Mobile,High,Moderate,Suburban,French,Fast,Same,No,9,No,3,43,77
25,Female,Designer,3,Work,,Other,Sometimes,Beginner,Laptop,High,Low,Rural,English,Medium,Decreased,Yes,4,Yes,2,49,63
64,Male,Researcher,10,Daily Life,Computer Science,Bard,Sometimes,Beginner,Mobile,Medium,High,Urban,Arabic,Medium,Decreased,No,1,Yes,2,25,87
54,,Teacher,2,Daily Life,Engineering,Bard,Often,Advanced,,Medium,Moderate,Suburban,Spanish,Fast,Same,No,10,No,2,23,87
59,Male,Teacher,11,Study,Business,ChatGPT,Daily,Beginner,Tablet,Medium,Moderate,Urban,Spanish,Slow,Same,Yes,8,No,2,44,65
59,,Doctor,1,Daily Life,Business,,Sometimes,Intermediate,Mobile,High,Low,Urban,English,Fast,Increased,Yes,10,No,2,39,67
45,Female,Unemployed,8,Health,Medicine,Other,Often,Beginner,Laptop,Medium,Moderate,Urban,Spanish,Fast,Same,Yes,4,Yes,2,33,63
34,Male,Student,0,Health,Art,Copilot,Sometimes,Beginner,Tablet,High,Moderate,Suburban,English,Fast,Increased,Yes,5,Yes,2,43,65
56,Male,Student,2,Health,Education,Bard,Rarely,Intermediate,Laptop,Low,High,Suburban,Arabic,Slow,Same,No,8,No,2,24,83
56,Female,Doctor,3,Study,Computer Science,ChatGPT,Often,Intermediate,Laptop,Medium,Moderate,Urban,Arabic,,Decreased,Yes,4,Yes,3,88,61
34,Male,Unemployed,4,Work,Law,Notion AI,Rarely,Beginner,Mobile,Low,Moderate,Rural,Spanish,Slow,Same,Yes,10,No,2,33,67
18,Female,Designer,10,,Computer Science,Other,Often,Intermediate,Mobile,Low,Low,Urban,Spanish,Fast,Same,No,10,No,2,27,83
37,Female,Engineer,3,Study,Law,Notion AI,Rarely,Beginner,Laptop,Low,High,Urban,Spanish,Medium,Increased,No,10,No,3,58,77
59,,Researcher,10,Entertainment,Engineering,Notion AI,Daily,Intermediate,Desktop,Low,Moderate,Suburban,Arabic,Medium,Same,Yes,7,No,2,50,65
19,Female,Researcher,12,Daily Life,Engineering,Bard,,Intermediate,Mobile,High,High,Rural,English,Medium,Same,No,5,Yes,2,44,67
46,Female,Unemployed,9,Health,Business,Midjourney,Daily,Intermediate,Desktop,Low,Low,Suburban,English,Medium,Decreased,Yes,2,Yes,2,24,85
32,,Engineer,8,Entertainment,Art,,Sometimes,Beginner,Tablet,Medium,Low,Suburban,English,Fast,Increased,Yes,7,No,3,84,63
38,Female,Freelancer,5,Health,Medicine,Copilot,Often,Intermediate,Tablet,High,Moderate,Urban,French,Medium,Same,Yes,8,No,3,47,78
56,,Doctor,6,Health,Computer Science,Other,Sometimes,Intermediate,Desktop,Low,Moderate,Urban,Spanish,Slow,Increased,Yes,4,Yes,4,103,57
20,Male,Student,4,Shopping,Law,Other,Daily,Beginner,Mobile,High,High,Rural,Spanish,Fast,Decreased,Yes,2,Yes,2,43,65
53,Male,Designer,3,Shopping,Education,ChatGPT,Often,Advanced,Laptop,High,High,Suburban,English,Slow,Same,Yes,8,No,2,41,67
61,Female,Doctor,10,Work,Education,Midjourney,Rarely,Beginner,Mobile,High,High,Suburban,Arabic,Fast,Same,No,1,Yes,3,46,83
53,Female,Doctor,7,Shopping,Engineering,Midjourney,Daily,Advanced,Mobile,High,Low,Suburban,English,Medium,Same,Yes,8,No,3,77,67
49,,Freelancer,6,Health,Business,ChatGPT,Sometimes,Intermediate,Laptop,High,Moderate,Rural,English,Fast,Same,Yes,5,Yes,3,74,65
44,,Engineer,11,Shopping,,Notion AI,Daily,Advanced,Tablet,Low,Low,Suburban,Arabic,Fast,Same,Yes,2,Yes,3,55,77
61,,Designer,4,Shopping,Computer Science,Notion AI,Sometimes,Advanced,Laptop,High,High,Rural,French,Slow,Same,Yes,3,Yes,2,27,85
43,Male,Designer,1,Shopping,Law,Bard,Daily,Intermediate,Tablet,Low,Moderate,Urban,Arabic,Slow,Decreased,No,10,No,2,49,63
59,Female,Doctor,5,Daily Life,Computer Science,Notion AI,Sometimes,Intermediate,Mobile,Low,Low,Urban,Arabic,Medium,Same,No,10,No,2,29,85
28,Female,Designer,2,Work,Art,Midjourney,Often,Advanced,Tablet,Low,Moderate,Suburban,French,Fast,Increased,Yes,2,Yes,2,30,83
31,Female,Designer,34,Daily Life,Medicine,ChatGPT,Sometimes,Advanced,Tablet,Low,Low,Rural,Arabic,Slow,Decreased,Yes,7,No,2,38,63
21,,Doctor,8,Work,Art,Bard,Often,Beginner,Desktop,High,High,Rural,Spanish,,Same,No,8,No,3,60,80
58,Male,Doctor,0,Entertainment,Education,Other,Rarely,,Mobile,Medium,High,Suburban,Spanish,Fast,Decreased,Yes,4,Yes,3,68,67
32,Female,Doctor,1,Work,Business,ChatGPT,Rarely,Advanced,Mobile,Low,Moderate,Rural,Arabic,Fast,Decreased,Yes,6,No,3,46,77
52,,Engineer,12,Work,Computer Science,Bard,Sometimes,Beginner,Mobile,Low,Moderate,Rural,Arabic,Medium,Same,No,8,No,3,42,83
110,Female,Unemployed,9,Shopping,Engineering,Midjourney,Daily,Beginner,Desktop,Low,High,Rural,Spanish,Medium,Increased,No,2,Yes,2,37,63
43,Female,Unemployed,0,Daily Life,Art,Other,Rarely,Beginner,Desktop,Low,Low,Urban,Arabic,Slow,Decreased,Yes,10,No,1,27,85
18,,Engineer,12,Health,Engineering,Bard,Rarely,Advanced,Desktop,High,Low,Suburban,Spanish,Slow,Same,Yes,9,No,4,115,55
22,Male,Engineer,8,Work,Art,Notion AI,Daily,Intermediate,Laptop,Medium,High,Urban,Spanish,Slow,Increased,No,3,Yes,3,82,61
59,Female,Designer,3,Entertainment,Computer Science,ChatGPT,Sometimes,Beginner,Tablet,High,Low,Urban,Arabic,Medium,Increased,No,4,Yes,2,22,85
23,,Researcher,8,Work,Business,Copilot,Often,Advanced,Desktop,Low,,Urban,French,Medium,Same,No,4,Yes,2,48,67
22,Male,Doctor,5,Work,Business,Midjourney,Often,Advanced,Tablet,Medium,,Suburban,English,Slow,Same,Yes,10,No,3,90,65
54,Female,Designer,1,Daily Life,Law,Midjourney,Often,Intermediate,Laptop,Medium,High,Rural,French,Medium,Increased,No,4,Yes,2,34,63
29,Male,Doctor,9,Entertainment,Art,ChatGPT,Daily,Beginner,Laptop,High,Moderate,Rural,French,Fast,Decreased,No,4,Yes,3,87,61
27,,Freelancer,3,Study,Art,Bard,Daily,Intermediate,Tablet,Medium,Moderate,Rural,French,Fast,Same,No,8,No,2,39,63
18,Female,Freelancer,3,Shopping,Education,Bard,,Intermediate,Laptop,Low,Low,Rural,English,Medium,Same,Yes,5,Yes,2,31,65
43,Male,Researcher,7,Health,Computer Science,Copilot,Daily,Intermediate,Desktop,High,Low,Urban,Spanish,Medium,Same,No,2,Yes,3,68,65
22,,Freelancer,11,Study,Art,Other,Sometimes,Intermediate,Tablet,Medium,Moderate,Suburban,French,Fast,Same,,2,Yes,2,26,83
29,,Researcher,9,Shopping,Law,Bard,Daily,Beginner,Laptop,High,Moderate,Urban,Spanish,Fast,Same,Yes,5,Yes,2,38,67
27,,Freelancer,3,Work,,Notion AI,Sometimes,Intermediate,Mobile,Low,High,Suburban,English,Medium,Decreased,No,7,No,2,38,65
38,,Researcher,4,Health,Engineering,Copilot,Sometimes,Advanced,Desktop,High,High,Urban,English,Medium,Decreased,Yes,4,Yes,3,88,63
54,Female,Teacher,5,Study,Business,Copilot,Often,Beginner,Desktop,High,Low,Suburban,Arabic,Slow,Same,No,7,No,2,23,85
26,Male,Designer,5,Daily Life,Art,ChatGPT,Daily,Intermediate,Laptop,High,Moderate,Rural,Arabic,Slow,Decreased,No,6,No,2,45,65
51,Female,Designer,3,Work,Business,Bard,Rarely,Beginner,Tablet,Low,High,Rural,Arabic,Slow,Same,Yes,7,No,2,30,83
45,Female,Student,0,Health,Medicine,Notion AI,Rarely,Intermediate,Tablet,Low,High,Suburban,English,Medium,Same,No,3,Yes,2,41,67
24,Female,Researcher,8,Study,Engineering,Midjourney,Sometimes,Intermediate,Laptop,Low,High,Urban,French,Slow,Same,No,1,Yes,2,43,65
46,Female,Student,3,,Art,Bard,Rarely,Intermediate,Desktop,High,Moderate,Suburban,English,Fast,Same,Yes,2,Yes,2,46,65
22,,Researcher,36,Shopping,Engineering,Bard,Rarely,Intermediate,Laptop,Low,High,Urban,French,Medium,Decreased,Yes,3,Yes,2,43,67
29,,Freelancer,3,Work,Education,Midjourney,Sometimes,Beginner,Mobile,Low,High,Rural,French,Medium,Same,No,10,No,2,32,67
18,Female,Engineer,8,Entertainment,Education,ChatGPT,Daily,Beginner,Desktop,Low,High,Urban,Spanish,Fast,Decreased,Yes,6,No,3,68,63
50,Male,Researcher,4,Study,Computer Science,ChatGPT,Rarely,Intermediate,Desktop,Medium,High,Suburban,Arabic,Fast,Same,Yes,8,No,2,22,85
24,,Freelancer,12,Health,Medicine,Midjourney,Often,Advanced,Desktop,Low,High,Urban,Spanish,Slow,Decreased,No,5,Yes,3,41,77
28,,Unemployed,0,Shopping,Engineering,Other,Often,Advanced,Laptop,Medium,Low,Suburban,Spanish,Fast,Same,No,10,No,2,32,67
50,,Researcher,4,Health,Computer Science,Other,Sometimes,Advanced,Mobile,Medium,Moderate,Urban,English,Medium,Increased,No,2,Yes,3,70,61
57,Female,Designer,2,Health,Law,Notion AI,Daily,Intermediate,Desktop,Low,Moderate,Rural,Spanish,Slow,Decreased,Yes,3,Yes,3,65,61
32,Male,Doctor,3,Health,Medicine,Other,Rarely,Beginner,Tablet,Low,High,Suburban,French,Medium,Same,Yes,3,Yes,4,117,55
50,Male,Unemployed,10,Work,Education,Bard,Rarely,Advanced,Laptop,Medium,Moderate,Suburban,French,Medium,Increased,No,4,Yes,2,27,83
47,,Student,4,Shopping,Engineering,Bard,Sometimes,Advanced,Laptop,High,,Urban,Arabic,Medium,Decreased,No,6,No,2,35,67
47,Female,Teacher,4,Study,Law,Other,Sometimes,Advanced,Tablet,High,Moderate,Rural,English,Fast,Increased,No,10,No,2,29,85
31,,Designer,8,Study,Law,ChatGPT,Often,Beginner,Mobile,Medium,High,Suburban,English,Slow,Decreased,Yes,10,No,2,28,85
19,,Student,3,Daily Life,Medicine,Bard,Often,Beginner,Mobile,High,Moderate,Rural,French,Fast,Decreased,No,7,No,1,20,83
32,Female,Engineer,3,Study,Medicine,Other,Often,Beginner,Tablet,Medium,Moderate,Rural,Spanish,Medium,Increased,No,3,Yes,3,52,77
41,,Researcher,0,Shopping,Medicine,ChatGPT,Often,Beginner,Tablet,High,Moderate,Suburban,Arabic,Slow,Increased,Yes,5,Yes,2,38,67
44,,Unemployed,1,Daily Life,Law,Notion AI,Sometimes,Intermediate,Mobile,Low,,Suburban,French,Medium,Decreased,Yes,7,No,1,26,87
36,Female,Freelancer,8,Shopping,Art,Copilot,Rarely,Advanced,Mobile,High,Moderate,Suburban,English,Slow,Same,No,1,Yes,2,42,67
36,,Student,8,Daily Life,Computer Science,ChatGPT,Daily,Beginner,Laptop,Low,Low,Urban,Arabic,Medium,Increased,No,9,No,1,18,87
52,,Doctor,5,Work,Engineering,Other,Daily,Intermediate,Laptop,Medium,,Urban,French,Medium,Decreased,Yes,9,No,3,54,80
57,Female,Researcher,6,Entertainment,Law,Bard,Rarely,Advanced,Tablet,Low,High,Suburban,Arabic,Medium,Decreased,No,7,No,2,45,63
32,Male,Doctor,10,Work,Education,Other,Rarely,Beginner,Desktop,Low,High,Rural,English,Slow,Decreased,No,1,Yes,3,65,65
35,Male,Designer,12,Study,Art,Midjourney,Often,Beginner,Tablet,Low,Moderate,Suburban,Spanish,Fast,Same,Yes,9,No,2,32,65
55,Male,Unemployed,5,Entertainment,Business,Notion AI,Often,Beginner,Mobile,High,High,Urban,Spanish,Slow,Same,No,3,Yes,2,23,85
24,Male,Unemployed,8,,Education,Bard,Sometimes,Beginner,Tablet,High,Moderate,Urban,Arabic,Medium,Increased,No,6,No,2,21,85
25,Female,Unemployed,4,Health,Law,Bard,Rarely,Intermediate,Laptop,High,High,Suburban,English,Slow,Same,Yes,7,No,2,41,63
50,,Unemployed,7,Entertainment,Computer Science,Copilot,Sometimes,Advanced,Tablet,High,Moderate,Urban,Arabic,Medium,Increased,Yes,5,Yes,2,43,67
55,,Engineer,0,Entertainment,Art,Bard,Sometimes,Intermediate,Laptop,High,Moderate,Suburban,French,Medium,Increased,Yes,5,Yes,3,57,83
25,Female,Researcher,5,Health,Law,Notion AI,Often,Advanced,Mobile,Low,High,Urban,French,Fast,Same,No,6,No,3,76,63
54,Female,Teacher,10,Daily Life,Art,Other,Rarely,Advanced,Tablet,High,Low,Urban,Spanish,Slow,Same,No,7,No,2,24,85
28,Female,Engineer,12,Work,Art,Other,Often,Intermediate,Mobile,Low,Low,Suburban,English,Medium,Increased,No,5,Yes,3,43,77
52,Male,Researcher,12,Work,Computer Science,Bard,Often,Beginner,Laptop,Medium,Low,Rural,English,Slow,Same,Yes,8,No,2,38,63
57,Female,Designer,1,Shopping,Business,Copilot,Sometimes,Intermediate,Laptop,High,High,Urban,French,Medium,Increased,No,9,No,2,25,83
60,Male,Designer,2,Work,Medicine,Midjourney,Sometimes,Advanced,Desktop,High,Low,Rural,Spanish,Fast,Same,No,10,No,2,31,67
123,Female,Engineer,11,Daily Life,Computer Science,Copilot,Rarely,Beginner,Desktop,Medium,High,Rural,Spanish,Medium,Same,Yes,7,No,2,43,67
40,,Student,1,Shopping,Education,Other,Sometimes,Advanced,Desktop,Medium,Low,Urban,Spanish,,Decreased,Yes,8,No,2,46,65
32,Female,Freelancer,5,Study,Business,Other,Often,Advanced,Laptop,High,Low,Urban,French,Medium,Increased,Yes,8,No,2,31,63
38,,Engineer,1,Entertainment,,Copilot,Sometimes,Beginner,Mobile,Low,Moderate,Suburban,Spanish,Slow,Decreased,No,5,Yes,3,86,67
18,,Unemployed,7,Work,Medicine,Copilot,Daily,Intermediate,Desktop,High,Moderate,Rural,Spanish,Slow,Same,No,2,Yes,2,45,63
28,,Researcher,4,Daily Life,Business,Bard,Rarely,Intermediate,Mobile,Low,High,Urban,English,Medium,Same,No,4,Yes,2,24,85
48,Female,Student,1,Study,Engineering,Other,Daily,Beginner,Tablet,High,Low,Rural,French,Fast,Increased,Yes,4,Yes,2,29,85
24,,Student,6,Entertainment,Education,Copilot,Rarely,Advanced,Tablet,High,Moderate,Urban,Arabic,Fast,Same,No,2,Yes,2,28,83
19,,Researcher,3,Entertainment,Art,Copilot,Sometimes,Beginner,Tablet,High,High,Rural,Spanish,Slow,Increased,Yes,8,No,2,27,83
53,,Student,1,Daily Life,Education,Copilot,,Beginner,Mobile,Low,High,Urban,Arabic,Fast,Increased,No,10,No,1,27,87
57,Female,Student,1,Study,Business,Bard,Rarely,,Desktop,High,Moderate,Rural,English,Medium,Decreased,Yes,1,Yes,2,48,65
23,Female,Engineer,6,Shopping,Medicine,Other,,Beginner,Tablet,High,High,Rural,Spanish,Fast,Increased,Yes,4,Yes,3,84,63
33,Male,Student,12,Work,Business,Other,Daily,Intermediate,Tablet,Low,High,Urban,English,Slow,Decreased,,2,Yes,2,49,65
63,Female,Unemployed,3,Health,Computer Science,Copilot,Often,Advanced,Laptop,Medium,Moderate,Rural,English,Slow,Decreased,Yes,2,Yes,2,45,65
44,Female,Freelancer,5,Shopping,Business,Copilot,Rarely,Intermediate,Laptop,Low,Low,Urban,English,Medium,Same,No,9,No,2,43,65
18,Male,Teacher,0,Work,Medicine,Notion AI,Rarely,Intermediate,Mobile,Low,Low,Suburban,Spanish,Medium,Increased,No,5,Yes,2,43,65
30,Female,Unemployed,8,Daily Life,Computer Science,Notion AI,Daily,Beginner,Laptop,Medium,High,Suburban,French,Medium,Same,Yes,9,No,1,20,87
43,,Researcher,8,Shopping,Engineering,ChatGPT,,Beginner,Mobile,Low,High,Suburban,French,,Decreased,No,4,Yes,2,34,67
22,Male,Engineer,12,Work,Education,ChatGPT,Daily,Intermediate,Desktop,Medium,High,Urban,English,Medium,Increased,No,7,No,3,43,83
35,Male,Engineer,4,Shopping,Medicine,Other,Often,Beginner,Tablet,Low,High,Urban,Spanish,Medium,Decreased,Yes,4,Yes,3,70,63
19,,Doctor,2,Health,Engineering,Other,Often,Intermediate,Laptop,Medium,Moderate,Rural,Arabic,,Decreased,No,5,Yes,4,88,77
38,Male,Unemployed,2,Work,Engineering,Notion AI,Sometimes,Beginner,Desktop,Low,High,Suburban,French,Slow,Increased,No,6,No,2,21,87
31,Male,Teacher,6,Daily Life,Computer Science,Notion AI,Sometimes,Beginner,Mobile,Medium,Moderate,Suburban,Spanish,Fast,Increased,Yes,3,Yes,2,38,63
24,,Teacher,4,Entertainment,Education,Notion AI,Sometimes,Beginner,Mobile,Medium,Moderate,Suburban,Spanish,Slow,Increased,No,3,Yes,2,24,85
61,,Engineer,3,Entertainment,Computer Science,Midjourney,Rarely,,Tablet,Medium,Low,Urban,Spanish,Fast,Same,No,7,No,3,66,65
29,,Student,8,Work,Education,Midjourney,Sometimes,Intermediate,Tablet,Medium,High,Suburban,Spanish,Slow,Decreased,No,2,Yes,2,46,63
37,Female,Engineer,8,Daily Life,Law,Bard,Rarely,Advanced,Mobile,Medium,Low,Suburban,Spanish,Fast,Increased,Yes,2,Yes,2,29,85
43,Female,Student,3,Entertainment,Education,Copilot,Rarely,Advanced,Desktop,High,Low,Urban,English,Fast,Decreased,No,7,No,2,24,85
47,,Doctor,7,Work,Computer Science,ChatGPT,Sometimes,Beginner,Laptop,Low,High,Urban,French,Medium,Decreased,,9,No,3,57,83
